time,Cache:adminBytes,Cache:avgBatchCACHEMODE,Cache:avgBatchCRITICAL,Cache:avgBatchDAEMON,Cache:avgBatchEVICTORTHREAD,Cache:avgBatchMANUAL,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:nBINsEvictedCACHEMODE,Cache:nBINsEvictedCRITICAL,Cache:nBINsEvictedDAEMON,Cache:nBINsEvictedEVICTORTHREAD,Cache:nBINsEvictedMANUAL,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsStripped,Cache:nBatchesCACHEMODE,Cache:nBatchesCRITICAL,Cache:nBatchesDAEMON,Cache:nBatchesEVICTORTHREAD,Cache:nBatchesMANUAL,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nEvictPasses,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesScanned,Cache:nNodesSelected,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsEvictedCACHEMODE,Cache:nUpperINsEvictedCRITICAL,Cache:nUpperINsEvictedDAEMON,Cache:nUpperINsEvictedEVICTORTHREAD,Cache:nUpperINsEvictedMANUAL,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:requiredEvictBytes,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:cleanerBackLog,Cleaning:fileDeletionBacklog,Cleaning:lnSizeCorrectionFactor,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerProbeRuns,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nToBeCleanedLNsProcessed,Cleaning:pendingLNQueueSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:Copy.count,Jvm:Copy.time,Jvm:MarkSweepCompact.count,Jvm:MarkSweepCompact.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,Op:cursorDelete,Op:cursorGetCurrent,Op:cursorGetFirst,Op:cursorGetLast,Op:cursorGetNext,Op:cursorGetNextDup,Op:cursorGetNextNoDup,Op:cursorGetPrev,Op:cursorGetPrevDup,Op:cursorGetPrevNoDup,Op:cursorPut,Op:cursorPutCurrent,Op:cursorPutNoDupData,Op:cursorPutNoOverwrite,Op:dbDelete,Op:dbGet,Op:dbGetSearchBoth,Op:dbPut,Op:dbPutNoDupData,Op:dbPutNoOverWrite,Op:dbRemoveSequence,Op:dosCursorGetNext,Op:secondaryCursorDelete,Op:secondaryCursorGetCurrent,Op:secondaryCursorGetFirst,Op:secondaryCursorGetLast,Op:secondaryCursorGetNext,Op:secondaryCursorGetNextDup,Op:secondaryCursorGetNextNoDup,Op:secondaryCursorGetPrev,Op:secondaryCursorGetPrevDup,Op:secondaryCursorGetPrevNoDup,Op:secondaryDbDelete,Op:secondaryDbGet,Op:secondaryDbGetSearchBoth
2017-05-18T15:03:38Z,1893,0,0,0,0,0,3725029,1400,577088,320,0,0,0,0,0,14653,0,0,0,0,0,0,0,55,7,0,-15,1,6,625,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,420,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8220,120,0,0,0,0,56,111,0,0,41627800,-1,0,0,0,0,0,0,1490,0,0,0,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14485,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:04:38Z,573,0,0,0,0,0,3716717,1400,570096,320,0,0,0,0,0,13736,0,0,0,0,0,0,0,55,7,0,-16,1,6,960,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,273,882,273,0,273,0,0,3,273,0,0,0,0,0,0,0,0,0,0,0,0,36468,273,0,0,0,0,55,120,1,36,36335808,-1,0,0,0,0,0,0,2728,0,0,0,1,0,1,0,210,0,6,0,300,0,0,0,0,0,0,0,0,0,0,13403,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:05:38Z,1453,0,0,0,0,0,3712413,1400,564912,320,0,0,0,0,0,13234,0,0,0,0,0,0,0,55,7,0,-16,1,6,651,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,118,459,118,0,118,0,0,3,118,0,0,0,0,0,0,0,0,0,0,0,0,8083,118,0,0,0,0,55,124,0,0,30796720,-1,0,0,0,0,0,0,1565,0,0,0,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13074,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:06:38Z,1013,0,0,0,0,0,3701477,1400,554416,320,0,0,0,0,0,13764,0,0,0,0,0,0,0,54,7,0,-17,1,6,745,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,171,726,171,0,171,0,0,3,171,0,0,0,0,0,0,0,0,0,0,0,0,17515,171,0,0,0,0,55,125,1,49,34081848,-1,0,0,0,0,0,0,1830,0,0,0,2,0,1,0,110,0,2,0,100,0,0,0,0,0,0,0,0,0,0,13535,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:07:38Z,1453,0,0,0,0,0,3698541,1400,551040,320,0,0,0,0,0,12816,0,0,0,0,0,0,0,55,7,0,-17,1,6,712,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,171,568,171,0,171,0,0,3,171,0,0,0,0,0,0,0,0,0,0,0,0,18317,171,0,0,0,0,54,102,0,0,35635008,-1,0,0,0,0,0,0,1731,0,0,0,1,0,0,0,110,0,2,0,100,0,0,0,0,0,0,0,0,0,0,12608,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:08:38Z,573,0,0,0,0,0,3685621,1400,539000,320,0,0,0,0,0,12775,0,0,0,0,0,0,0,53,7,0,-19,1,6,722,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,171,566,171,0,171,0,0,3,171,0,0,0,0,0,0,0,0,0,0,0,0,18033,171,0,0,0,0,54,123,1,40,27757136,-1,0,0,0,0,0,0,1802,0,0,0,1,0,2,0,110,0,2,0,100,0,0,0,0,0,0,0,0,0,0,12547,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:09:38Z,573,0,0,0,0,0,3678965,1400,532344,320,0,0,0,0,0,13887,0,0,0,0,0,0,0,52,7,0,-21,1,6,936,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,273,630,273,0,273,0,0,3,273,0,0,0,0,0,0,0,0,0,0,0,0,36195,273,0,0,0,0,55,125,0,0,35589008,-1,0,0,0,0,0,0,2552,0,0,0,1,0,2,0,210,0,6,0,300,0,0,0,0,0,0,0,0,0,0,13554,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:10:38Z,1013,0,0,0,0,0,3673085,1400,526024,320,0,0,0,0,0,13069,0,0,0,0,0,0,0,52,7,0,-21,1,7,616,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,118,492,118,0,118,0,0,3,118,0,0,0,0,0,0,0,0,0,0,0,0,8083,118,0,0,0,0,54,109,0,0,32775008,-1,0,0,0,0,0,0,1484,0,0,0,2,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12908,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:11:38Z,1013,0,0,0,0,0,3662381,1400,515320,320,0,0,0,0,0,13871,0,0,0,0,0,0,0,51,7,0,-23,1,7,836,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,222,517,222,0,222,0,0,3,222,0,0,0,0,0,0,0,0,0,0,0,0,27918,222,0,0,0,0,55,122,1,44,26179736,-1,0,0,0,0,0,0,2078,0,0,0,0,0,2,0,160,0,4,0,200,0,0,0,0,0,0,0,0,0,0,13597,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:12:38Z,573,0,0,0,0,0,3653605,1400,506984,320,0,0,0,0,0,13776,0,0,0,0,0,0,0,50,7,0,-24,1,6,615,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,488,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8792,120,0,0,0,0,54,114,0,0,41713744,-1,0,0,0,0,0,0,1495,0,0,0,1,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13615,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:13:38Z,1453,0,0,0,0,0,3648245,1400,500744,320,0,0,0,0,0,13515,0,0,0,0,0,0,0,50,7,0,-24,1,6,706,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,169,445,169,0,169,0,0,3,169,0,0,0,0,0,0,0,0,0,0,0,0,16459,169,0,0,0,0,54,111,1,33,28287096,-1,0,0,0,0,0,0,1771,0,0,0,1,0,0,0,109,0,2,0,100,0,0,0,0,0,0,0,0,0,0,13297,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:14:38Z,573,0,0,0,0,0,3636949,1400,490328,320,0,0,0,0,0,13804,0,0,0,0,0,0,0,49,7,0,-27,1,7,1053,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,324,1287,324,0,324,0,0,3,324,0,0,0,0,0,0,0,0,0,0,0,0,46958,324,0,0,0,0,56,118,0,0,30549424,-1,0,0,0,0,0,0,2814,0,0,0,0,0,3,0,260,0,8,0,400,0,0,0,0,0,0,0,0,0,0,13406,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:15:38Z,1013,0,0,0,0,0,3631197,1400,484136,320,0,0,0,0,0,13328,0,0,0,0,0,0,0,49,7,0,-27,1,7,651,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,676,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8220,120,0,0,0,0,55,130,1,42,24854312,-1,0,0,0,0,0,0,1541,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13184,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:16:38Z,1453,0,0,0,0,0,3627493,1400,479992,320,0,0,0,0,0,13379,0,0,0,0,0,0,0,49,7,0,-27,1,6,770,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,171,517,171,0,171,0,0,3,171,0,0,0,0,0,0,0,0,0,0,0,0,16596,171,0,0,0,0,53,120,0,0,43583056,-1,0,0,0,0,0,0,1913,0,0,0,1,0,0,0,110,0,2,0,100,0,0,0,0,0,0,0,0,0,0,13161,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:17:38Z,2333,0,0,0,0,0,3621077,1400,472696,320,0,0,0,0,0,12627,0,0,0,0,0,0,0,49,7,0,-27,1,6,667,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,388,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8220,120,0,0,0,0,54,105,1,41,25328696,-1,0,0,0,0,0,0,1574,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12461,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:18:38Z,2773,0,0,0,0,0,3615261,1400,466440,320,0,0,0,0,0,12647,0,0,0,0,0,0,0,49,7,0,-27,1,6,651,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,319,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8220,120,0,0,0,0,53,123,0,0,35237064,-1,0,0,0,0,0,0,1542,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12480,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:19:38Z,573,0,0,0,0,0,3603293,1400,456672,320,0,0,0,0,0,12233,0,0,0,0,0,0,0,48,7,0,-29,2,6,1060,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,322,709,322,0,322,0,0,3,322,0,0,0,0,0,0,0,0,0,0,0,0,45405,322,0,0,0,0,52,117,1,34,35642712,-1,0,0,0,0,0,0,2774,0,0,0,1,0,2,0,259,0,8,0,400,0,0,0,0,0,0,0,0,0,0,11846,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:20:38Z,1013,0,0,0,0,0,3595029,1400,447968,320,0,0,0,0,0,11862,0,0,0,0,0,0,0,47,7,0,-30,1,7,672,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,406,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8692,120,0,0,0,0,55,118,0,0,35397232,-1,0,0,0,0,0,0,1662,0,0,0,0,0,1,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11696,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:21:38Z,573,0,0,0,0,0,3582725,1400,436104,320,0,0,0,0,0,11340,0,0,0,0,0,0,0,45,7,0,-33,1,6,982,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,273,618,273,0,273,0,0,3,273,0,0,0,0,0,0,0,0,0,0,0,0,36547,273,0,0,0,0,53,113,1,34,39453376,-1,0,0,0,0,0,0,2558,0,0,0,0,0,3,0,210,0,6,0,300,0,0,0,0,0,0,0,0,0,0,11005,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:22:38Z,1013,0,0,0,0,0,3577981,1400,430920,320,0,0,0,0,0,11057,0,0,0,0,0,0,0,45,7,0,-33,1,6,666,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,382,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8220,120,0,0,0,0,54,127,1,33,21443200,-1,0,0,0,0,0,0,1590,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10897,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:23:38Z,1453,0,0,0,0,0,3572181,1400,424680,320,0,0,0,0,0,11453,0,0,0,0,0,0,0,45,7,0,-33,1,6,660,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,430,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8220,120,0,0,0,0,53,112,0,0,35357296,-1,0,0,0,0,0,0,1562,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11286,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:24:38Z,573,0,0,0,0,0,3562333,1400,415712,320,0,0,0,0,0,14169,0,0,0,0,0,0,0,44,7,0,-35,1,6,984,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,273,624,273,0,273,0,0,3,273,0,0,0,0,0,0,0,0,0,0,0,0,36460,273,0,0,0,0,56,129,1,37,28170008,-1,0,0,0,0,0,0,2940,0,0,0,2,0,2,0,210,0,6,0,300,0,0,0,0,0,0,0,0,0,0,13841,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:25:38Z,1013,0,0,0,0,0,3556469,1400,409408,320,0,0,0,0,0,15003,0,0,0,0,0,0,0,44,7,0,-35,1,6,654,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,458,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8220,120,0,0,0,0,57,120,0,0,37761760,-1,0,0,0,0,0,0,1572,0,0,0,3,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14843,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:26:38Z,1893,0,0,0,0,0,3550733,1400,402792,320,0,0,0,0,0,15013,0,0,0,0,0,0,0,44,7,0,-35,1,7,642,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,139,626,139,0,139,0,0,3,139,0,0,0,0,0,0,0,0,0,0,0,0,11433,139,0,0,0,0,56,118,1,32,31326600,-1,0,0,0,0,0,0,1561,0,0,0,3,0,1,0,79,0,8,0,40,0,0,0,0,0,0,0,0,0,0,14811,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:27:38Z,2333,0,0,0,0,0,3544861,1400,396480,320,0,0,0,0,0,14031,0,0,0,0,0,0,0,44,7,0,-35,1,7,647,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,120,555,120,0,120,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8220,120,0,0,0,0,55,117,0,0,38791392,-1,0,0,0,0,0,0,1534,0,0,0,2,0,0,0,60,0,132,0,0,0,0,0,0,0,0,0,0,0,0,13600,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:28:38Z,573,0,0,0,0,0,3530149,1400,383528,320,0,0,0,0,0,14038,0,0,0,0,0,0,0,42,7,0,-37,2,7,567,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,116,420,116,0,116,0,0,3,116,0,0,0,0,0,0,0,0,0,0,0,0,9405,116,0,0,0,0,54,119,1,68,26966600,-1,0,0,0,0,0,0,1368,0,0,0,1,0,2,0,58,0,334,0,0,0,0,0,0,0,0,0,0,0,0,13206,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-18T15:29:14Z,573,0,0,0,0,0,3529829,1400,383528,0,0,0,0,0,0,3,0,0,0,0,0,0,0,42,7,0,-37,1,8,1,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,943,1,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495118617019,3145728,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27321856,-1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-19T01:07:57Z,109,0,0,0,0,0,3164805,1400,18752,216,0,0,0,0,0,29,4,0,0,0,0,0,7,4,4,0,3,1,6,21,10,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2201967,2,2130178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1495156077130,3145728,0,0,0,62,0,0,0,3,0,0,0,3,0,0,0,62,1,22528,11,0,0,0,36,2998754,421,0,0,0,0,0,0,12,47,1,19,12124184,-1,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-19T01:08:57Z,1893,0,0,0,0,0,3877813,1400,729872,320,0,0,0,0,0,48011,11,0,0,0,0,0,0,67,7,0,2,1,9,2769,3,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2201967,2,2130178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1495156077130,3145728,0,0,0,22,8345,10749,8345,2,8345,0,0,3,8345,0,0,22,1,16384,8,492,4,0,9,79992,25,1344282,8341,0,0,0,0,200,542,4,164,38284432,-1,0,0,0,0,0,0,15494,0,0,0,4,0,3,0,549,0,14,0,701,0,0,0,0,0,0,0,0,0,0,39527,0,8139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-19T01:09:57Z,1013,0,0,0,0,0,3840181,1400,693120,320,0,0,0,0,0,40933,0,0,0,0,0,0,0,63,7,0,-4,1,9,3558,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,2201967,2,2130178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1495156077130,3145728,0,0,0,0,875,2313,875,0,875,0,0,3,875,0,0,0,1,0,0,0,0,0,0,0,0,101907,875,0,0,0,0,190,463,2,84,45780888,-1,0,0,0,0,0,0,9136,0,0,0,3,0,6,0,609,0,14,0,700,0,0,0,0,0,0,0,0,0,0,39955,0,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
